surface,rooms,bathrooms,location,city,property_type,floor,total_floors,parking,has_garden,has_pool,year_built,price
214,6,3,Hammamet,Hammamet,villa,0,9,False,True,False,1997,789136
373,4,2,Bizerte,Bizerte,apartment,2,3,False,False,False,1998,326449
371,1,4,Sfax,Sfax,house,0,6,True,True,False,2017,890844
147,5,4,Gafsa,Gafsa,house,0,3,False,True,False,2005,217104
84,3,3,Gafsa,Gafsa,apartment,6,5,True,False,False,1997,100054
156,2,3,Hammamet,Hammamet,villa,0,4,False,False,True,1999,972904
151,7,1,Sousse,Sousse,villa,0,5,True,False,True,1995,1039116
271,3,4,Nabeul,Nabeul,villa,0,1,False,True,False,2003,1098486
95,5,1,Gafsa,Gafsa,villa,0,8,False,False,True,1999,303750
416,4,1,Sousse,Sousse,villa,0,4,False,True,True,2011,2177974
427,3,4,Bizerte,Bizerte,apartment,5,6,True,False,False,1996,475609
386,6,2,Bizerte,Bizerte,apartment,8,2,True,False,False,2003,260364
52,3,3,Tataouine,Tataouine,house,0,5,True,True,False,2018,99627
72,6,2,Tataouine,Tataouine,villa,0,7,False,False,True,2011,219832
92,4,3,Sousse,Sousse,apartment,9,8,True,False,False,2004,105487
72,4,1,Bizerte,Bizerte,villa,0,3,False,True,False,2000,156359
471,3,3,Tataouine,Tataouine,house,0,6,True,False,False,1998,827045
343,5,1,Nabeul,Nabeul,apartment,2,3,False,False,False,2001,770103
156,5,3,Hammamet,Hammamet,villa,0,9,False,False,True,2017,867773
63,7,1,Bizerte,Bizerte,apartment,9,6,True,False,False,2004,75463
378,2,1,Nabeul,Nabeul,villa,0,9,True,True,False,1992,1471133
193,5,2,Monastir,Monastir,apartment,0,8,False,False,False,2011,340143
250,6,1,Kairouan,Kairouan,villa,0,2,True,False,False,2009,786996
213,1,2,Gafsa,Gafsa,villa,0,4,False,False,False,1999,746863
70,1,1,Lac 2,Tunis,villa,0,8,False,True,True,1998,512792
268,1,3,Sfax,Sfax,apartment,3,5,True,False,False,2005,531958
55,5,2,Sousse,Sousse,villa,0,6,True,True,True,1991,252583
473,7,3,Sousse,Sousse,apartment,8,4,False,False,False,2004,1417297
325,6,4,Gafsa,Gafsa,villa,0,3,False,False,True,1991,1217408
191,5,1,Kairouan,Kairouan,house,0,6,False,False,False,1997,217312
280,4,1,Bizerte,Bizerte,house,0,7,False,True,False,2016,736095
88,1,1,Bizerte,Bizerte,villa,0,3,True,True,False,2022,153240
99,7,2,Sfax,Sfax,apartment,0,6,True,False,False,2008,90062
200,4,1,Sfax,Sfax,house,0,7,True,False,False,2009,327600
160,1,1,Nabeul,Nabeul,house,0,7,True,True,False,1996,276179
109,3,1,La Marsa,Tunis,apartment,7,1,False,False,False,2015,475022
359,7,1,Gafsa,Gafsa,house,0,3,True,True,False,2017,457535
339,4,4,Soukra,Tunis,villa,0,9,True,False,False,2018,862075
61,7,3,Tataouine,Tataouine,apartment,0,5,True,False,False,1996,54211
453,5,3,Tataouine,Tataouine,apartment,5,3,False,False,False,2012,834969
307,4,1,Gafsa,Gafsa,apartment,9,4,False,False,False,2019,383136
405,4,4,Bizerte,Bizerte,house,0,2,False,True,False,1997,695443
261,5,4,Kairouan,Kairouan,house,0,8,False,False,False,2019,539351
438,5,2,Gafsa,Gafsa,house,0,7,False,False,False,2008,712888
123,3,3,Sfax,Sfax,apartment,8,1,True,False,False,2020,159629
477,5,4,Sousse,Sousse,apartment,9,3,True,False,False,2008,1361310
162,2,2,Gafsa,Gafsa,house,0,5,False,False,False,1997,399634
96,4,1,Sousse,Sousse,apartment,0,5,True,False,False,2022,181681
391,7,2,Monastir,Monastir,house,0,9,True,False,False,2018,633626
421,6,4,Ariana,Tunis,villa,0,3,False,False,True,2019,2018551
285,7,2,Tataouine,Tataouine,house,0,2,True,False,False,2017,431039
466,2,2,Gabès,Gabès,villa,0,9,True,True,True,2006,1836793
188,7,1,Sfax,Sfax,villa,0,1,True,True,False,1999,378032
183,1,4,Monastir,Monastir,house,0,7,True,True,False,2015,514158
111,4,4,Nabeul,Nabeul,apartment,0,8,True,False,False,2000,240279
338,7,3,Sousse,Sousse,villa,0,6,True,False,True,1994,2236278
50,6,1,Tataouine,Tataouine,villa,0,4,True,True,True,2019,205837
493,7,4,Ariana,Tunis,villa,0,4,True,True,True,2008,2412366
376,6,1,Lac 2,Tunis,apartment,4,9,True,False,False,2011,933307
307,3,4,Kairouan,Kairouan,house,0,5,True,False,False,2001,319487
64,3,1,Gabès,Gabès,house,0,7,True,True,False,2014,143298
77,7,3,Tataouine,Tataouine,house,0,5,True,True,False,2018,79543
152,1,3,Gabès,Gabès,apartment,2,9,False,False,False,1990,147744
414,5,2,Kairouan,Kairouan,villa,0,1,True,True,True,2008,1684642
250,3,3,Monastir,Monastir,villa,0,6,True,True,True,2020,1090269
155,7,1,Gabès,Gabès,apartment,1,7,False,False,False,2006,174344
499,5,2,Gafsa,Gafsa,apartment,3,1,True,False,False,2003,663530
360,1,1,Gabès,Gabès,apartment,7,9,True,False,False,2023,584236
466,6,2,Kairouan,Kairouan,apartment,6,2,False,False,False,2010,393304
438,7,4,Hammamet,Hammamet,house,0,1,False,True,False,2013,1109373
157,3,1,Gafsa,Gafsa,apartment,8,3,True,False,False,1996,136759
475,4,4,Tataouine,Tataouine,house,0,8,True,False,False,2021,1143733
199,2,3,Gafsa,Gafsa,apartment,5,6,True,False,False,2003,170336
408,4,3,Nabeul,Nabeul,apartment,0,1,False,False,False,2005,472953
365,4,2,Hammamet,Hammamet,house,0,6,False,False,False,2014,738511
197,4,3,Gabès,Gabès,villa,0,1,True,False,False,2019,665428
357,2,4,Gafsa,Gafsa,villa,0,5,False,True,True,1998,1609944
393,1,3,Kairouan,Kairouan,house,0,7,True,False,False,2019,911527
435,4,1,Hammamet,Hammamet,villa,0,3,False,True,True,2007,2501835
285,6,4,Monastir,Monastir,apartment,9,4,True,False,False,2016,240836
192,3,2,Nabeul,Nabeul,house,0,6,True,True,False,2009,431394
275,7,1,Gafsa,Gafsa,apartment,2,6,False,False,False,1990,285560
125,5,4,Gabès,Gabès,house,0,7,True,False,False,2009,326917
217,3,2,Gabès,Gabès,house,0,6,False,True,False,1998,620371
417,7,2,Nabeul,Nabeul,house,0,1,False,False,False,2000,967973
419,4,4,Bizerte,Bizerte,house,0,6,True,True,False,2009,812330
151,2,1,Tataouine,Tataouine,house,0,3,True,False,False,2012,200343
194,4,2,Nabeul,Nabeul,villa,0,5,True,True,True,2012,1199233
106,1,4,Monastir,Monastir,apartment,0,2,True,False,False,2006,89218
86,6,1,Gafsa,Gafsa,house,0,7,False,False,False,2015,214566
323,5,3,Soukra,Tunis,villa,0,2,False,False,True,2023,1554343
103,5,1,Hammamet,Hammamet,house,0,1,False,True,False,2006,366398
129,5,3,Hammamet,Hammamet,house,0,8,True,True,False,2006,542264
356,1,1,Sousse,Sousse,villa,0,6,True,False,True,1999,1746584
459,4,3,Kairouan,Kairouan,apartment,4,5,True,False,False,1991,352401
383,5,1,Gafsa,Gafsa,house,0,1,False,True,False,2002,712873
145,2,4,Gabès,Gabès,villa,0,6,True,False,False,2003,284792
168,6,1,Bizerte,Bizerte,house,0,6,True,True,False,2004,186868
152,6,1,Nabeul,Nabeul,apartment,4,3,False,False,False,1990,161241
408,2,3,Sousse,Sousse,apartment,7,6,True,False,False,2015,1241503
271,3,2,Kairouan,Kairouan,apartment,7,4,False,False,False,1996,452244
449,6,2,Hammamet,Hammamet,villa,0,9,True,False,True,2003,1809677
61,5,3,Hammamet,Hammamet,villa,0,8,True,True,False,1998,148073
397,3,3,Gafsa,Gafsa,house,0,3,False,True,False,2017,888806
212,6,1,Sfax,Sfax,apartment,7,9,False,False,False,1991,296121
80,6,2,Sousse,Sousse,apartment,6,4,True,False,False,2020,209462
294,2,2,Gabès,Gabès,house,0,8,True,True,False,2007,752568
319,3,4,Carthage,Tunis,house,0,6,True,False,False,2000,1132131
406,4,4,Gafsa,Gafsa,apartment,5,7,False,False,False,1997,643428
277,4,2,Gabès,Gabès,villa,0,5,False,False,False,1992,682084
435,2,1,Bizerte,Bizerte,house,0,8,True,False,False,2019,683078
431,1,1,Sousse,Sousse,house,0,1,True,True,False,2013,842584
266,3,1,Gabès,Gabès,villa,0,3,False,True,False,1990,829204
208,6,1,Monastir,Monastir,apartment,3,4,False,False,False,1994,407014
319,3,3,Kairouan,Kairouan,villa,0,2,True,False,False,1997,1092955
144,2,1,Nabeul,Nabeul,house,0,4,True,True,False,2017,450161
81,4,3,Monastir,Monastir,apartment,4,6,False,False,False,2016,131673
440,1,3,Bizerte,Bizerte,villa,0,6,True,True,False,1998,1470934
85,6,2,Tataouine,Tataouine,villa,0,3,True,False,True,2012,318613
55,3,3,Gabès,Gabès,apartment,7,6,False,False,False,1995,64372
367,2,4,Tataouine,Tataouine,apartment,8,6,False,False,False,2007,502349
277,4,1,Tataouine,Tataouine,house,0,8,True,True,False,2013,477803
291,4,3,Sfax,Sfax,villa,0,1,True,True,False,2005,573045
390,5,3,Gabès,Gabès,villa,0,1,True,False,False,2019,938180
95,2,3,Gafsa,Gafsa,apartment,2,3,False,False,False,1990,103056
96,6,3,Gafsa,Gafsa,house,0,3,True,True,False,1995,221174
182,2,4,Hammamet,Hammamet,villa,0,9,False,True,True,2011,1333447
462,2,2,Monastir,Monastir,villa,0,4,False,True,False,2009,757421
133,3,2,Hammamet,Hammamet,house,0,1,True,True,False,2019,540866
83,5,4,Kairouan,Kairouan,apartment,3,3,False,False,False,2010,117262
107,2,1,Lac 1,Tunis,villa,0,6,False,True,False,2023,1005063
187,2,4,Carthage,Tunis,villa,0,3,False,False,False,1996,754657
350,7,3,Kairouan,Kairouan,house,0,4,True,False,False,2005,504886
290,5,4,Sousse,Sousse,house,0,4,False,False,False,2006,530212
443,2,4,Bizerte,Bizerte,apartment,1,1,True,False,False,1995,879691
382,4,2,Gafsa,Gafsa,house,0,4,True,False,False,2004,873916
358,3,3,Ariana,Tunis,house,0,6,True,True,False,1995,1622286
310,3,2,Gabès,Gabès,apartment,3,2,False,False,False,1992,539152
92,5,2,Nabeul,Nabeul,apartment,9,8,False,False,False,2011,88540
449,6,4,Gabès,Gabès,house,0,4,False,True,False,2005,668780
281,1,2,Sfax,Sfax,villa,0,8,False,True,True,2013,767848
423,3,2,Sfax,Sfax,apartment,6,4,True,False,False,2009,677595
388,1,2,Gafsa,Gafsa,apartment,2,2,True,False,False,2002,537116
492,1,1,Gabès,Gabès,house,0,5,True,False,False,2017,614630
190,6,1,Kairouan,Kairouan,apartment,9,7,False,False,False,1998,359328
215,1,4,Tataouine,Tataouine,villa,0,2,False,True,False,2021,597342
264,7,2,Bizerte,Bizerte,apartment,9,5,False,False,False,2015,321024
212,1,3,Tataouine,Tataouine,villa,0,1,True,False,True,2000,796327
55,4,3,Monastir,Monastir,apartment,9,5,True,False,False,2001,97066
76,5,3,Nabeul,Nabeul,villa,0,9,False,False,True,2007,527757
327,4,4,Carthage,Tunis,house,0,3,True,True,False,2017,2015025
355,3,3,Gafsa,Gafsa,apartment,0,2,False,False,False,2015,316944
335,4,2,Bizerte,Bizerte,house,0,7,False,False,False,1993,349445
265,7,1,Nabeul,Nabeul,apartment,4,1,False,False,False,2004,502440
462,7,1,Gafsa,Gafsa,house,0,4,True,True,False,2004,1000582
153,4,4,Tataouine,Tataouine,apartment,8,6,True,False,False,2012,285571
88,5,3,Gafsa,Gafsa,house,0,9,False,True,False,2019,149296
92,4,1,Sousse,Sousse,apartment,1,8,False,False,False,2012,195960
468,6,2,Gafsa,Gafsa,apartment,6,7,True,False,False,2002,485896
164,2,1,Sousse,Sousse,house,0,7,True,False,False,2009,554725
270,2,2,Sfax,Sfax,house,0,4,True,True,False,1997,509188
239,5,1,Tataouine,Tataouine,villa,0,8,False,False,True,2019,398640
489,2,1,Sousse,Sousse,house,0,1,True,False,False,1999,1368077
490,2,1,Hammamet,Hammamet,apartment,5,1,False,False,False,2005,1021356
491,5,2,Gabès,Gabès,house,0,7,True,True,False,1996,960176
50,2,1,Sfax,Sfax,villa,0,5,True,True,True,2002,89297
445,6,2,Ariana,Tunis,villa,0,5,False,False,False,1991,1082551
242,3,4,Bizerte,Bizerte,villa,0,2,True,True,True,2010,441616
325,3,2,Sfax,Sfax,house,0,1,False,False,False,2013,730418
133,4,4,Centre Ville,Tunis,apartment,9,5,True,False,False,1991,199629
330,2,2,Sfax,Sfax,house,0,7,True,False,False,2011,868467
316,7,4,Nabeul,Nabeul,house,0,4,False,False,False,2022,970638
413,2,4,Gabès,Gabès,apartment,9,6,False,False,False,1992,541195
496,1,4,Hammamet,Hammamet,apartment,6,7,False,False,False,2018,1329081
474,3,3,Nabeul,Nabeul,apartment,0,8,True,False,False,2009,688617
230,4,1,Soukra,Tunis,villa,0,7,True,True,False,1993,1445268
274,5,1,Sousse,Sousse,house,0,9,True,False,False,2014,562810
160,7,3,Nabeul,Nabeul,house,0,1,False,False,False,2022,206668
304,4,3,Hammamet,Hammamet,villa,0,9,True,False,True,2021,1036138
270,6,2,Kairouan,Kairouan,apartment,1,9,False,False,False,2018,193536
379,4,4,Tataouine,Tataouine,apartment,4,7,False,False,False,2001,647938
263,6,2,Gabès,Gabès,house,0,8,True,True,False,2012,612876
171,2,2,Gafsa,Gafsa,house,0,6,False,False,False,2005,441754
123,3,1,Ariana,Tunis,house,0,9,True,True,False,2023,519979
272,3,1,Bizerte,Bizerte,villa,0,5,False,False,False,2000,860520
96,2,4,Hammamet,Hammamet,villa,0,4,True,True,False,2022,490497
91,4,1,Sousse,Sousse,villa,0,3,False,False,True,1990,565227
463,5,2,Tataouine,Tataouine,apartment,4,8,False,False,False,2001,735244
158,6,2,Bizerte,Bizerte,house,0,1,True,False,False,2004,333857
283,2,3,Centre Ville,Tunis,villa,0,6,False,True,True,2019,2176584
306,4,2,Sfax,Sfax,apartment,1,9,True,False,False,2023,484006
68,4,2,Bizerte,Bizerte,house,0,4,False,False,False,1993,130124
297,5,4,Kairouan,Kairouan,apartment,7,6,True,False,False,2019,375467
168,2,3,Nabeul,Nabeul,apartment,8,7,False,False,False,2010,422352
181,3,2,Ariana,Tunis,house,0,8,True,True,False,1995,689756
433,5,3,Monastir,Monastir,house,0,3,True,True,False,2013,485271
495,3,1,Kairouan,Kairouan,villa,0,2,False,False,True,2005,1072122
424,3,1,Gafsa,Gafsa,apartment,2,5,True,False,False,1999,591581
56,5,2,Centre Ville,Tunis,villa,0,4,False,False,False,1993,170402
299,3,2,Lac 1,Tunis,villa,0,9,True,True,True,2017,2240073
378,6,1,Hammamet,Hammamet,house,0,3,False,False,False,1998,940539
397,5,4,Nabeul,Nabeul,house,0,2,False,True,False,1998,953071
101,5,2,Bizerte,Bizerte,apartment,4,4,False,False,False,1998,91223
372,1,1,Nabeul,Nabeul,apartment,6,8,True,False,False,2002,510904
260,6,2,Sfax,Sfax,villa,0,2,False,True,False,2010,367773
248,7,1,Bizerte,Bizerte,apartment,8,1,True,False,False,1993,186863
242,2,2,Tataouine,Tataouine,apartment,2,9,True,False,False,2006,315084
358,3,4,Nabeul,Nabeul,house,0,4,False,True,False,2021,1497117
444,4,3,Sfax,Sfax,house,0,7,True,False,False,1995,879514
239,3,1,Tataouine,Tataouine,apartment,6,5,True,False,False,2015,385659
380,2,2,Hammamet,Hammamet,house,0,8,False,True,False,2010,715983
393,7,3,Bizerte,Bizerte,apartment,1,7,True,False,False,1994,805162
142,1,3,Gafsa,Gafsa,villa,0,8,True,False,False,2021,359199
307,2,3,Tataouine,Tataouine,apartment,6,5,True,False,False,1992,268968
72,2,2,Sfax,Sfax,house,0,1,False,True,False,2022,186728
311,5,1,Nabeul,Nabeul,apartment,9,8,True,False,False,2010,902845
461,6,4,Sousse,Sousse,house,0,2,False,False,False,2011,575328
126,1,2,Sfax,Sfax,house,0,5,True,True,False,2009,207805
62,2,1,Tataouine,Tataouine,house,0,3,False,False,False,2023,136246
463,5,4,Sousse,Sousse,villa,0,2,False,False,False,2021,2420193
107,1,4,Tataouine,Tataouine,villa,0,9,True,True,False,2013,237757
85,6,2,Kairouan,Kairouan,villa,0,9,True,True,False,2018,342685
492,3,2,Kairouan,Kairouan,apartment,6,3,True,False,False,2021,371952
418,3,3,Nabeul,Nabeul,apartment,7,3,False,False,False,1997,1063392
423,7,2,Sousse,Sousse,house,0,8,False,False,False,2012,886218
187,1,3,Gabès,Gabès,villa,0,3,False,True,False,1992,474821
142,1,2,Sfax,Sfax,apartment,1,5,True,False,False,2014,114150
456,1,4,Kairouan,Kairouan,house,0,7,True,False,False,1990,808176
216,7,2,Nabeul,Nabeul,apartment,9,9,True,False,False,2000,513838
252,1,2,Bizerte,Bizerte,villa,0,5,False,False,True,1990,502407
109,5,3,Kairouan,Kairouan,villa,0,8,True,False,True,2017,208251
357,2,2,Soukra,Tunis,house,0,5,False,False,False,2001,886895
430,5,4,Sousse,Sousse,house,0,6,False,False,False,2004,1227564
344,1,3,Hammamet,Hammamet,house,0,3,False,False,False,1996,1328184
63,2,2,Gafsa,Gafsa,villa,0,7,True,True,False,1998,254828
317,6,2,Gabès,Gabès,house,0,6,False,False,False,2007,742769
477,2,1,Monastir,Monastir,apartment,6,4,False,False,False,2005,728474
109,3,4,Sousse,Sousse,villa,0,4,True,True,True,2020,391339
301,1,1,Hammamet,Hammamet,villa,0,4,True,False,True,2009,1892970
474,2,4,Bizerte,Bizerte,apartment,5,6,True,False,False,2012,643028
162,1,3,Soukra,Tunis,house,0,9,True,True,False,2019,308675
234,1,3,Gafsa,Gafsa,apartment,5,9,True,False,False,1993,406092
377,2,4,Kairouan,Kairouan,apartment,5,9,False,False,False,2014,677695
281,1,4,Gafsa,Gafsa,apartment,6,1,True,False,False,2022,424635
195,6,3,Bizerte,Bizerte,house,0,5,False,True,False,1996,423182
205,7,2,Bizerte,Bizerte,house,0,2,True,True,False,2012,611428
80,6,3,Sousse,Sousse,apartment,1,2,False,False,False,1998,229824
338,4,4,Monastir,Monastir,house,0,3,False,True,False,2009,593154
84,1,1,Hammamet,Hammamet,villa,0,7,True,False,True,2002,461153
268,1,2,Kairouan,Kairouan,villa,0,3,True,False,True,1997,775421
138,5,4,Kairouan,Kairouan,house,0,8,False,False,False,1998,239104
351,4,1,Sfax,Sfax,apartment,2,5,True,False,False,2020,423390
73,6,1,Sfax,Sfax,apartment,0,3,True,False,False,2005,76036
261,4,4,Tataouine,Tataouine,house,0,2,False,False,False,2012,388159
230,7,2,Monastir,Monastir,house,0,2,True,False,False,1994,221271
167,2,1,Gabès,Gabès,house,0,2,False,True,False,2018,166784
232,2,1,Sfax,Sfax,villa,0,2,False,False,True,2005,1051884
399,6,4,Kairouan,Kairouan,apartment,3,4,False,False,False,2005,672554
234,2,2,Sfax,Sfax,villa,0,6,True,False,False,2000,781208
374,7,1,Gafsa,Gafsa,villa,0,9,False,True,False,1991,1189571
439,6,3,Hammamet,Hammamet,house,0,3,False,False,False,2002,1651149
195,6,2,Tataouine,Tataouine,apartment,5,9,False,False,False,1994,353496
416,4,1,Gafsa,Gafsa,house,0,5,False,False,False,1991,754524
250,2,3,Tataouine,Tataouine,villa,0,3,True,False,False,2017,618786
235,4,2,Soukra,Tunis,villa,0,9,False,True,True,2007,926389
157,7,4,Hammamet,Hammamet,villa,0,4,False,False,False,2019,505627
86,7,4,Hammamet,Hammamet,apartment,0,2,True,False,False,2017,128623
403,6,2,Hammamet,Hammamet,villa,0,1,False,True,True,1992,1339390
257,3,2,Gabès,Gabès,villa,0,7,False,False,True,2015,633613
323,1,2,Bizerte,Bizerte,villa,0,6,True,False,False,2014,1163800
329,6,3,Monastir,Monastir,villa,0,8,True,False,False,1998,1069015
82,1,1,Lac 1,Tunis,house,0,7,False,True,False,2007,443946
350,5,1,Tataouine,Tataouine,house,0,6,True,True,False,2019,932491
305,5,4,Sfax,Sfax,villa,0,5,False,True,True,1999,672019
279,2,3,Bizerte,Bizerte,villa,0,3,False,True,False,1999,525903
496,3,3,Kairouan,Kairouan,villa,0,8,False,True,True,2015,2419609
427,4,4,Hammamet,Hammamet,apartment,6,5,False,False,False,2015,1228222
443,1,1,Gafsa,Gafsa,apartment,3,6,False,False,False,2020,750264
419,1,1,Sousse,Sousse,villa,0,1,True,False,False,2013,1879677
483,7,2,Sfax,Sfax,house,0,1,True,True,False,2018,1060568
60,4,2,Sfax,Sfax,apartment,0,1,False,False,False,2020,68448
266,5,2,Ariana,Tunis,apartment,7,7,False,False,False,2007,867825
143,5,4,Tataouine,Tataouine,apartment,8,7,True,False,False,1992,290810
233,5,4,Hammamet,Hammamet,house,0,6,True,True,False,2000,764910
91,3,3,Monastir,Monastir,villa,0,9,True,False,False,2003,221935
303,3,4,Sousse,Sousse,house,0,4,False,True,False,2021,1180281
75,1,2,Monastir,Monastir,apartment,5,1,False,False,False,2014,50340
195,6,2,Hammamet,Hammamet,apartment,7,8,True,False,False,2022,321621
294,7,3,Nabeul,Nabeul,apartment,1,1,False,False,False,2002,595879
433,1,2,Bizerte,Bizerte,villa,0,1,True,True,False,2023,1077367
287,5,1,Gafsa,Gafsa,house,0,6,False,True,False,1999,586065
452,5,1,Sousse,Sousse,house,0,2,True,True,False,1993,1488748
206,6,4,Gabès,Gabès,apartment,4,1,False,False,False,2017,271920
277,1,1,Soukra,Tunis,apartment,2,4,True,False,False,2021,745593
337,6,1,Kairouan,Kairouan,apartment,2,3,True,False,False,1993,455192
74,1,3,Carthage,Tunis,villa,0,8,True,False,True,1990,477454
59,3,1,Gabès,Gabès,house,0,6,False,False,False,2023,66330
344,4,4,La Marsa,Tunis,house,0,1,True,False,False,2008,2338408
291,4,4,Centre Ville,Tunis,house,0,3,False,True,False,1993,927553
160,3,2,Monastir,Monastir,apartment,1,3,True,False,False,2007,133996
211,1,4,Sfax,Sfax,apartment,7,4,False,False,False,2009,314980
131,3,4,Bizerte,Bizerte,house,0,5,False,False,False,1996,303678
467,3,1,Nabeul,Nabeul,villa,0,4,False,False,False,2021,1540315
173,6,2,Centre Ville,Tunis,villa,0,7,True,False,True,1996,578295
317,4,1,Gabès,Gabès,villa,0,7,True,True,False,1995,442349
396,5,1,Gabès,Gabès,villa,0,8,True,True,True,1999,844228
479,1,1,Soukra,Tunis,house,0,3,False,False,False,2001,1473930
167,5,4,Gabès,Gabès,apartment,7,1,False,False,False,2001,107414
383,4,4,Kairouan,Kairouan,house,0,1,False,True,False,2011,868417
459,5,3,Nabeul,Nabeul,house,0,3,False,True,False,2000,683674
241,6,4,Monastir,Monastir,apartment,9,6,False,False,False,2007,190679
288,7,3,Gabès,Gabès,villa,0,2,True,True,True,1992,697426
322,2,3,Bizerte,Bizerte,apartment,5,9,True,False,False,2000,444939
333,7,2,Gafsa,Gafsa,villa,0,4,True,True,True,2000,1111678
491,5,4,Bizerte,Bizerte,villa,0,4,True,False,True,1993,1327025
225,6,2,Monastir,Monastir,apartment,2,2,True,False,False,2014,390285
346,4,4,Bizerte,Bizerte,apartment,7,7,False,False,False,2010,503776
180,2,3,Gafsa,Gafsa,apartment,7,2,True,False,False,2013,201398
458,4,4,Kairouan,Kairouan,house,0,7,True,True,False,2013,591960
243,7,3,Sousse,Sousse,apartment,9,2,True,False,False,2021,665329
305,6,4,Nabeul,Nabeul,villa,0,4,True,True,True,2002,1382885
299,7,4,Sousse,Sousse,apartment,0,6,False,False,False,2021,857173
499,2,1,Nabeul,Nabeul,villa,0,3,False,False,True,2012,1523095
448,7,1,Kairouan,Kairouan,house,0,8,True,False,False,1997,822372
482,6,3,Sfax,Sfax,apartment,5,7,True,False,False,2023,375728
59,6,4,Gabès,Gabès,house,0,7,True,True,False,2007,80721
218,4,4,Sousse,Sousse,villa,0,6,True,False,False,2000,795033
482,6,3,Nabeul,Nabeul,house,0,4,False,False,False,1992,1049680
299,3,4,Gafsa,Gafsa,apartment,9,6,True,False,False,2006,579928
248,5,2,Bizerte,Bizerte,house,0,3,False,False,False,2016,501396
94,2,2,Tataouine,Tataouine,villa,0,4,True,False,True,2010,200102
259,7,1,Hammamet,Hammamet,house,0,1,True,True,False,2015,679465
489,4,1,Nabeul,Nabeul,apartment,3,9,False,False,False,1994,688316
311,2,4,Gafsa,Gafsa,house,0,3,False,True,False,1999,515531
155,5,4,Sousse,Sousse,house,0,8,False,False,False,1993,382044
171,2,4,Sfax,Sfax,apartment,2,6,True,False,False,2015,215603
314,6,4,Nabeul,Nabeul,villa,0,8,False,False,False,1992,1313072
388,6,3,Monastir,Monastir,apartment,5,3,True,False,False,2004,445858
343,5,4,Tataouine,Tataouine,villa,0,3,True,False,False,2012,557512
283,2,2,Tataouine,Tataouine,apartment,7,4,False,False,False,1996,360428
417,2,1,Ariana,Tunis,apartment,6,7,True,False,False,2015,872853
396,5,2,Kairouan,Kairouan,apartment,0,8,True,False,False,2000,444739
311,2,1,Sfax,Sfax,house,0,1,False,True,False,1998,749281
120,5,2,Gabès,Gabès,apartment,2,9,True,False,False,1991,222062
379,1,2,Monastir,Monastir,house,0,1,False,False,False,2007,973181
151,1,2,Nabeul,Nabeul,apartment,3,8,False,False,False,1993,348266
437,1,1,Gafsa,Gafsa,house,0,5,False,False,False,2008,896234
491,6,4,Sousse,Sousse,villa,0,7,True,False,True,1994,1619936
307,3,4,Tataouine,Tataouine,house,0,3,False,False,False,2004,492329
406,7,2,Gafsa,Gafsa,house,0,9,False,False,False,2012,667561
103,4,1,Hammamet,Hammamet,villa,0,1,True,True,False,2005,391356
249,1,2,Monastir,Monastir,house,0,2,True,True,False,2020,348151
234,1,1,Hammamet,Hammamet,villa,0,2,True,True,False,2023,524821
419,1,4,Sfax,Sfax,house,0,7,False,False,False,2017,987432
228,5,1,Nabeul,Nabeul,apartment,8,5,True,False,False,1992,557610
185,2,3,Monastir,Monastir,villa,0,3,False,True,True,2023,838856
348,4,1,Bizerte,Bizerte,house,0,9,False,False,False,2019,685476
367,6,1,Kairouan,Kairouan,house,0,3,False,False,False,1991,925574
410,1,1,Sfax,Sfax,house,0,3,False,True,False,1996,623354
247,3,1,Monastir,Monastir,house,0,8,False,True,False,2016,548464
103,1,4,Bizerte,Bizerte,apartment,0,2,False,False,False,2011,168013
368,4,4,Monastir,Monastir,apartment,3,2,True,False,False,2021,771563
123,1,3,Kairouan,Kairouan,house,0,9,True,False,False,2002,285555
291,2,1,Hammamet,Hammamet,villa,0,5,True,False,True,2020,1700525
403,2,3,Monastir,Monastir,house,0,9,False,False,False,2009,487017
135,5,4,Sfax,Sfax,villa,0,5,False,True,False,1998,300231
140,1,4,La Marsa,Tunis,house,0,8,False,False,False,2016,340340
302,4,2,Bizerte,Bizerte,house,0,3,True,True,False,1999,623588
83,4,4,Sfax,Sfax,apartment,2,4,True,False,False,2020,118802
139,5,1,Nabeul,Nabeul,apartment,9,6,False,False,False,1990,257372
238,1,3,Hammamet,Hammamet,house,0,8,False,False,False,2011,674244
250,7,3,Sousse,Sousse,villa,0,4,True,False,True,2010,1457983
235,5,1,Nabeul,Nabeul,apartment,1,9,True,False,False,2023,466949
428,4,2,Gabès,Gabès,villa,0,9,False,True,False,1992,1284041
77,1,3,Nabeul,Nabeul,apartment,5,7,False,False,False,2018,86856
404,3,3,Sousse,Sousse,apartment,7,7,False,False,False,1994,669508
234,3,4,Sfax,Sfax,villa,0,3,False,False,True,2019,1027660
215,3,4,Gabès,Gabès,house,0,5,False,False,False,2003,246854
340,5,4,Gafsa,Gafsa,house,0,4,False,True,False,2021,960342
315,4,4,Sousse,Sousse,house,0,5,False,False,False,2012,729729
189,7,1,Sfax,Sfax,apartment,9,7,True,False,False,2001,258461
458,2,4,Tataouine,Tataouine,house,0,8,False,False,False,1994,410111
249,2,1,Bizerte,Bizerte,villa,0,9,True,True,True,2009,1043914
