id,title,subtitle,price,transaction_type,property_type,location_details,municipality,surface,rooms,bedrooms,bathrooms,features,poi,description,url,image_path,images_folder,images_count,scraped_at,last_updated
32,Appartement meublé à 500 mètres de la plage,Tunisie,135000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,75.0,1.0,,,{},{},Référence : V 2057 Votre maison est votre investissement Appartement meublé de type S1 Un espace qui vous offre tout le confort nécessaire et qui vous permettra de profiter pleinement de l’été dans une ambiance estivale agréable. Situé à seulement 500 mètres de la plage de Hammam El Ghazaz. Superficie : 75 m² Titre bleu,https://www.mubawab.tn/fr/a/8218195/appartement-meubl%C3%A9-%C3%A0-500-m%C3%A8tres-de-la-plage,media\apartment\207\image_001.jpg,media\apartment\207,10,2026-02-18 10:04:24.720812,Unknown
33,Luxueux appartement meublé pieds dans l'eau,Tunisie,235000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,2.0,,,{},{},référence ; v 2247 opportunité à saisir luxueux appartement meublé et pieds dans l'eau à plage hammem ghezez ezzahra de type S2 avec terrasse vue sur mer papiers en règles,https://www.mubawab.tn/fr/a/8033035/luxueux-appartement-meubl%C3%A9-pieds-dans-l-eau,media\apartment\208\image_001.jpg,media\apartment\208,13,2026-02-18 10:04:36.832227,Unknown
34,Vente d'un bel appartement à Sfax Ville REF C29,Tunisie,239000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,125.0,2.0,,,{},{},Un bel appartement a saisir composé de S2 avec  balcon avec une superficie totale de 125 m²,https://www.mubawab.tn/fr/pa/7851007/vente-d-un-bel-appartement-%C3%A0-sfax-ville-ref-c29,media\apartment\209\image_001.jpg,media\apartment\209,10,2026-02-18 10:04:50.815142,Unknown
35,Appartement de luxe à vendre,Tunisie,530000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,,,,{},{},"Luxueux appartement d'un salon avec kitchenette et une chambre à choucher à la résidence Regalia. Profitez de vastes espaces de vie, d'une cuisine moderne et d'une atmosphère sophistiquée. Les grandes fenêtres offrent une abondance de lumière naturelle, créant une atmosphère chaleureuse et accueillante. Appelez dès maintenant le service commercial d'Immobilier Le Sommet pour plus d'informations.",https://www.mubawab.tn/fr/pa/7812592/appartement-de-luxe-%C3%A0-vendre,media\apartment\210\image_001.jpg,media\apartment\210,3,2026-02-18 10:05:04.747156,Unknown
36,A Ventre Duplexe Direct Promoteur,Tunisie,720192 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,218.0,3.0,,,{},{},"magnifique duplex S3 de 218 m², jamais habité et direct promoteur. Situé dans une résidence de très haut standing, il offre de spacieux volumes, une grande terrasse avec vue panoramique. Finitions luxueuses et matériaux de haute gamme. Appartement tout neuf, alliant confort, modernité et élégance.",https://www.mubawab.tn/fr/a/8223100/a-ventre-duplexe-direct-promoteur,media\apartment\293\image_001.jpg,media\apartment\293,5,2026-02-18 10:56:52.678734,Unknown
37,S2 à vendre à la Nouvelle Soukra,Tunisie,340000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,2.0,,,{},{},"Cet appartement est situé au sein d’une résidence récemment construite, idéalement située à la Nouvelle Soukra, à proximité immédiate de toutes les commodités. À l’entrée, un hall dessert un salon ouvrant sur un balcon. La cuisine moderne est aménagée et équipée d’une plaque chauffante, d’une hotte aspirante et d’un four électrique. Elle est complétée par un séchoir fonctionnel. Une salle d’eau pour les invités vient compléter la partie jour. La partie nuit se compose de deux suites, chacune disposant de dressings. L’appartement est doté d’un chauffage central et d’une climatisation en système split, offrant un confort optimal au quotidien.",https://www.mubawab.tn/fr/a/8283657/s2-%C3%A0-vendre-%C3%A0-la-nouvelle-soukra,media\apartment\24\image_001.jpg,media\apartment\24,8,2026-02-18 09:22:17.775612,Unknown
38,A vendre un appartement de 180m² en S3 à Ennasr1,Tunisie,395000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,180.0,3.0,,,{},{},"Cet appartement est situé au 7 étage d’une résidence bien entretenue et sécurisée à Ennasr. L’entrée ouvre sur un hall qui mène à un salon généreux et lumineux, donnant sur une agréable terrasse avec une vue dégagée. La cuisine, récemment rénovée, est entièrement aménagée et équipée, et complétée par un séchoir fonctionnel doté de rangements. Une salle d’eau pour les invités vient parfaire la partie jour. La partie nuit se compose de trois chambres à coucher, toutes munies de dressings, et qui se partagent une salle de bain commune. L’appartement est équipé de climatiseurs en split system ainsi que du chauffage central. Une place de parking au sous-sol est également disponible.",https://www.mubawab.tn/fr/a/8276554/a-vendre-un-appartement-de-180m%C2%B2-en-s3-%C3%A0-ennasr1,media\apartment\25\image_001.jpg,media\apartment\25,11,2026-02-18 09:22:27.291229,Unknown
39,Appartement à vendre à Sousse Tunisie – P. Privée,Tunisie,47000 EUR,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,118.4,3.0,,,{},{},"Appartement à vendre – Propriété privée – Vente directe du propriétaire Pour acheteurs sérieux uniquement, très bel appartement au rez-de-chaussée à vendre dans une résidence familiale à Riadh – Sousse. Un emplacement stratégique et rare combinant accessibilité, tranquillité et qualité de vie. Localisation : Angle du rond-point reliant Riadh / Ezzouhour – Route Kairouan / Zaouia Sousse Immeuble en angle : façade Est de 30 m et façade Sud ouverte sur une route de 50 m Derrière l’immeuble : espace vert et parc de loisirs pour enfants Moins de 40 m d’un arrêt de bus et des transports publics réguliers Accès direct à la route principale Sousse – Kairouan Google Maps : https://maps.app.goo.gl/ArYntSzEiM6UMUq57 Accessibilité – Un véritable atout : Arrêt de bus directement devant l’immeuble Taxi collectif disponible devant la résidence Taxis individuels disponibles en permanence Lignes directes vers facultés et services essentiels ️ Déplacements très faciles, même sans voiture Emplacement idéal pour familles & investissement locatif étudiant : Établissements scolaires à proximité : École  Tarak Ibn Ziad – 400 m École privée Al Ahram – 400 m Collège préparatoire May jeribi – 300 m Lycée Riadh – 600 m Enseignement supérieur (env. 1,8 km) : Faculté de Droit de Sousse Faculté des Lettres Institut Supérieur du Transport Institut Supérieur des Études Technologiques (ISET) ️ Idéal pour résidence familiale grâce à la proximité des écoles ️ Excellente opportunité d’investissement locatif pour étudiants et enseignants universitaires Caractéristiques : Superficie : 118,4 m² 3 chambres 2 salles de bain Cuisine spacieuse (3,5  4 m) 2 balcons (avant et arrière) Espaces de rangement  placards intégrés Résidence & Appartement : Rez-de-chaussée Seulement 2 appartements par étage Excellent état général et bonne finition Isolation thermique et phonique efficace Majorité des propriétaires tunisiens résidant à l’étranger Résidence occupée par ses propriétaires (non destinée à la location massive) Environnement calme, familial et respectueux Orientation & Vue : Appartement orienté Est Vue totalement dégagée (100 %) sans vis-à-vis ️ Équipements & Services : Compteurs individuels (eau – électricité – gaz naturel) Place de parking Caméras de surveillance  système d’alarme Fenêtres aluminium avec grilles de protection Jardin commun à l’avant et à l’arrière Note concernant les photos et vidéos : L’appartement est actuellement habité par le propriétaire, c’est pourquoi les meubles apparaissent sur les photos. Une vidéo Walkthrough détaillée peut être envoyée via WhatsApp ou en privé pour les acheteurs sérieux uniquement. Prix : 47 000  (appartement vide) 50 000  si vous souhaitez conserver entièrement la chambre d’enfant telle que présentée sur les photos, sans aucun retrait, y compris le climatiseur déjà installé dans la chambre. Modalités de vente : Possibilité de signer une promesse de vente Finalisation du paiement au plus tard avant décembre 2026 Informations complètes et prix clairement définis Idéal pour résidence principale ou investissement rentable Vente directe du propriétaire – sans intermédiaires En raison de ma présence à l’étranger, merci de me contacter uniquement via : WhatsApp : 216 22200124 (Acheteurs sérieux uniquement) 971 50 264 0271",https://www.mubawab.tn/fr/a/8303397/appartement-%C3%A0-vendre-%C3%A0-sousse-tunisie-%E2%80%93-p-priv%C3%A9e,media\apartment\26\image_001.jpg,media\apartment\26,17,2026-02-18 09:22:40.184977,Unknown
40,Appartement haut standing,Tunisie,80000 EUR,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,,rangement,,{},{},Apparemment haut standing moderne..sécurisé 24/24 avec place parking privé,https://www.mubawab.tn/fr/a/8137326/appartement-haut-standing,media\apartment\27\image_001.jpg,media\apartment\27,1,2026-02-18 09:22:55.127409,Unknown
41,Appartement en s2 de 100m² hammamet nord,Tunisie,385000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,100.0,2.0,,,{},{},A vendre appartement S2 de 100m². À Hammamet Mrezgua de 10min à pieds à la plage. L'appartement occupe le 1ére étage d'une résidence sans ascenseur. Il se compose d’un salon avec balcon. Cuisine avec séchoir .la partie nuit se compose de deux chambres à coucher et salle de bain et salle d’eau. L’appartement est  équipé par le chauffage central. Une place de parking est disponible sur demande à 20000MD. Pour plus d’information contacter 22930606.,https://www.mubawab.tn/fr/a/8129834/appartement-en-s2-de-100m%C2%B2-hammamet-nord,media\apartment\28\image_001.jpg,media\apartment\28,11,2026-02-18 09:23:03.11388,Unknown
42,Un appartement en s2 proche de l'hotel Nahrawess,Tunisie,390000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,116.0,2.0,,,{},{},"A vendre L’appartement en S2 direct promoteur  se situe au 1ér étage d’une résidence en R2 calme et sécurisée proche de l’hôtel Nozha Beach et el Fell seulement à 400 mètres de la plage. Le hall d'entrée mène à un salon Une cuisine bien équipée avec des éléments de rangement. Deux chambres à coucher dont chacune est meublée par un dressing et qui se partagent une salle de bain Il est équipé par la climatisation chaud froid. Une place parking est disponible sur demande . L'appartement est avec titre individuel et les droit d'enregistrement fiscales sont de 1% . Superficie : 116m² Prix : 390MD Pour fixer un rendez vous, veuillez nous contacter sur le 22930606",https://www.mubawab.tn/fr/a/8129849/un-appartement-en-s2-proche-de-l-hotel-nahrawess,media\apartment\29\image_001.jpg,media\apartment\29,11,2026-02-18 09:23:14.61237,Unknown
43,Appartement s3 de 128m2 à cité hedi nouira ariana,Tunisie,258000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,128.0,3.0,,,{},{},"Cité Hedi Nouira – Borj Louzir, Ariana Superficie : 128 m² RDC surélevé Typologie : S3 Composition : Salon lumineux avec balcon 3 chambres à coucher Cuisine équipée (plaque  hotte) Salle de bain Salle d’eau invités Séchoir Chauffage central 2 climatiseurs Abri de voiture Prix : 258 000 DT Référence du bien: Ref4027a",https://www.mubawab.tn/fr/a/8305321/appartement-s3-de-128m2-%C3%A0-cit%C3%A9-hedi-nouira-ariana,media\apartment\30\image_001.jpg,media\apartment\30,11,2026-02-18 09:23:25.9226,Unknown
44,Appartement S3 aux jardins de carthage,Tunisie,825000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,3.0,,,{},{},Offre de vente : Appartement S3 situé aux jardins de carthage. Un salon spacieux et lumineux avec un balcon. Une cuisine bien équipée et aménagée. Elle est complétée par un balcon. Trois chambres à coucher avec dressing dont une suite parentale. Une salle de bain et une salle d'eau sont disponibles. Chauffage central et climatisation sont fonctionnels. Place de parking et cellier sont disponibles. Prix de vente : 825000dt,https://www.mubawab.tn/fr/a/8036245/appartement-s3-aux-jardins-de-carthage,media\apartment\31\image_001.jpg,media\apartment\31,8,2026-02-18 09:23:36.943472,Unknown
45,S2 neuf aux Jardins de Carthage,Tunisie,595000 TND,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,100.0,2.0,,,{},{},"Darcom Tunisia met à la vente un joli S2 neuf d’une superficie de 100 m², situé dans une petite résidence gardée et sécurisée avec Piscine, dotée d’un bon emplacement aux Jardins de Carthage. Il se compose d’un salon avec balcon, une cuisine indépendante aménagée et équipée (Hotte, Plaque, Four), deux chambres à coucher chacune avec dressing et une salle de bain. Place parking sous-sol : 25.000 DT Si vous souhaitez visiter le bien n’hésitez pas à nous contacter",https://www.mubawab.tn/fr/a/8022781/s2-neuf-aux-jardins-de-carthage,media\apartment\32\image_001.jpg,media\apartment\32,9,2026-02-18 09:23:48.013075,Unknown
46,A louer appartement en S1 meublé,Tunisie,Prix à consulter,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,1.0,,,{},{},"Cet appartement  richement meublé est situé au deuxième étage d’une résidence calme et sécurisée, disposant d’une salle de sport et d’une piscine commune. L’entrée donne sur un salon lumineux. La cuisine est aménagée  offrant de nombreux espaces de rangement et entièrement équipée d’une plaque de cuisson, d’un four électrique, d’une hotte aspirante ainsi que d’un réfrigérateur, complétée par un séchoir. L’espace nuit se compose d’une chambre à coucher avec dressing et d’une salle de douche. L’appartement est équipé du chauffage central et de la climatisation. Une place de parking est réservée au sous-sol.",https://www.mubawab.tn/fr/a/8290677/a-louer-appartement-en-s1-meubl%C3%A9,media\apartment\33\image_001.jpg,media\apartment\33,8,2026-02-18 09:23:58.901999,Unknown
47,S1 Neuf aux jardins de carthage L'ULTIME,Tunisie,Prix à consulter,sale,apartment,"{""raw"": ""Tunisie"", ""city"": ""Tunisie"", ""zone"": ""grand_tunis"", ""district"": """", ""municipality"": ""Tunisie""}",Tunisie,,1.0,,,{},{},"Découvrez ce superbe S+1 au sein de la Résidence L’Ultimate, un projet raffiné situé dans un cadre privilégié. Conçu pour offrir confort et modernité, cet appartement se distingue par des espaces optimisés, une luminosité naturelle et des finitions haut de gamme. Caractéristiques : Superficie bien agencée, offrant un cadre de vie fonctionnel et agréable. Salon spacieux et lumineux, avec une ouverture harmonieuse sur l’extérieur. Cuisine équipée, alliant élégance et praticité. Chambre confortable, pensée pour le bien-être et la tranquillité. Salle de bain moderne, avec des équipements de qualité. Matériaux nobles et finitions soignées, garantissant un cadre de vie haut standing. Atouts de la résidence : Architecture contemporaine et design élégant. Sécurité 24h/24 pour une sérénité totale. Espaces communs raffinés et parfaitement entretenus. Emplacement stratégique, offrant proximité avec toutes les commodités essentielles. Idéal pour un investissement ou une résidence principale, ce S+1 incarne l’harmonie entre modernité et confort.",https://www.mubawab.tn/fr/pa/8106973/s1-neuf-aux-jardins-de-carthage-l-ultime,media\apartment\43\image_001.jpg,media\apartment\43,5,2026-02-18 09:26:15.702502,Unknown
